"","ID","round","moved","y"
"1056",342,3,0,0
"1057",343,0,0,0
"1058",343,1,0,0
"1059",343,2,0,0
"1060",343,3,0,0
"1061",344,0,1,1
"1062",344,1,1,0
"1063",344,2,1,1
"1064",344,3,1,1
"1065",345,0,0,1
"1066",345,1,0,1
"1067",345,2,0,1
"1068",345,3,0,1
"1069",347,0,1,0
"1070",347,1,1,0
"1071",347,2,1,0
"1072",347,3,1,0
"1073",353,0,0,0
"1074",353,1,1,0
"1075",353,2,1,0
"1076",353,3,1,0
"1077",355,1,0,1
"1078",355,2,0,1
"1079",355,3,0,1
"1080",357,0,0,0
"1081",357,1,0,0
"1082",357,2,1,0
"1083",357,3,1,0
"1084",358,0,0,0
"1085",358,1,0,1
"1086",358,2,0,1
"1087",358,3,0,1
"1088",359,0,0,0
"1089",359,1,0,0
"1090",359,2,0,1
"1091",359,3,0,1
"1092",360,0,1,1
"1093",360,1,0,1
"1094",360,2,0,1
"1095",360,3,0,1
"1096",363,0,1,0
"1097",363,1,1,0
"1098",363,2,1,0
"1099",363,3,1,0
"1100",364,0,1,1
"1101",364,1,1,0
"1102",364,2,1,1
"1103",364,3,1,0
"1104",366,0,1,0
"1105",366,1,1,0
"1106",366,2,1,1
"1107",366,3,1,0
"1108",367,0,1,1
"1109",367,1,1,1
"1110",367,2,1,1
"1111",367,3,1,0
"1112",368,0,1,1
"1113",368,1,1,0
"1114",368,2,1,0
"1115",368,3,1,0
"1116",369,0,0,1
"1117",369,1,0,1
"1118",369,2,0,1
"1119",369,3,0,1
"1120",370,0,0,0
"1121",370,1,0,1
"1122",370,2,0,1
"1123",370,3,0,1
"1124",371,0,1,0
"1125",371,1,1,0
"1126",371,2,1,0
"1127",371,3,1,0
"1128",372,0,1,1
"1129",372,1,1,0
"1130",372,2,0,0
"1131",372,3,0,0
"1132",373,0,1,1
"1133",373,1,1,0
"1134",373,2,1,0
"1135",373,3,1,0
"1136",375,0,1,1
"1137",375,1,1,0
"1138",375,2,1,0
"1139",375,3,1,0
"1140",377,0,1,0
"1141",377,1,1,0
"1142",377,2,0,0
"1143",377,3,1,0
"1144",379,0,1,1
"1145",379,1,1,0
"1146",379,2,1,1
"1147",379,3,1,1
"1148",380,0,0,0
"1149",380,1,0,1
"1150",380,2,1,1
"1151",380,3,0,1
"1152",381,0,1,0
"1153",381,1,1,0
"1154",381,2,1,0
"1155",381,3,1,0
"1156",383,0,1,0
"1157",383,1,1,0
"1158",383,2,1,0
"1159",383,3,1,0
"1160",384,0,0,1
"1161",384,1,0,1
"1162",384,2,0,1
"1163",384,3,0,1
"1164",385,0,0,1
"1165",385,1,0,1
"1166",385,2,0,1
"1167",385,3,0,1
"1168",386,0,1,0
"1169",386,1,1,1
"1170",386,2,1,1
"1171",386,3,1,1
"1172",388,0,1,0
"1173",388,1,1,0
"1174",388,2,1,0
"1175",388,3,1,0
"1176",389,0,1,0
"1177",389,1,1,0
"1178",389,2,1,0
"1179",389,3,1,0
"1180",392,0,1,0
"1181",392,1,1,0
"1182",392,2,1,0
"1183",392,3,1,0
"1184",395,0,1,0
"1185",395,1,0,0
"1186",395,2,1,0
"1187",395,3,1,0
"1188",396,0,1,1
"1189",396,1,1,0
"1190",396,2,1,1
"1191",396,3,1,1
"1192",397,0,0,1
"1193",397,1,0,0
"1194",397,2,0,0
"1195",397,3,0,0
"1196",398,0,0,0
"1197",398,1,0,0
"1198",398,2,0,0
"1199",398,3,0,0
"1200",399,0,1,0
"1201",399,1,0,0
"1202",399,2,0,0
"1203",399,3,0,0
"1204",400,0,0,1
"1205",400,1,0,1
"1206",400,2,0,1
"1207",400,3,1,1
"1208",402,0,1,0
"1209",402,1,0,0
"1210",402,2,0,0
"1211",402,3,0,0
"1212",403,0,1,1
"1213",403,1,1,1
"1214",403,2,1,1
"1215",403,3,1,1
"1216",404,0,0,1
"1217",404,1,0,1
"1218",404,2,0,0
"1219",404,3,0,1
"1220",405,0,1,0
"1221",405,1,0,1
"1222",405,2,0,0
"1223",405,3,0,1
"1224",407,0,0,1
"1225",407,1,0,1
"1226",407,2,0,1
"1227",407,3,0,1
"1228",408,0,0,1
"1229",408,1,0,0
"1230",408,2,0,1
"1231",408,3,0,1
"1232",410,0,1,1
"1233",410,1,0,0
"1234",410,2,0,0
"1235",410,3,0,1
"1236",411,0,1,1
"1237",411,1,0,0
"1238",411,2,1,0
"1239",411,3,0,0
"1240",412,0,1,1
"1241",412,1,1,1
"1242",412,2,1,1
"1243",412,3,1,0
"1244",413,0,1,1
"1245",413,1,1,1
"1246",413,2,1,1
"1247",413,3,1,1
"1248",414,0,1,1
"1249",414,1,1,1
"1250",414,2,1,1
"1251",414,3,1,1
"1252",416,0,0,1
"1253",416,1,0,1
"1254",416,2,0,1
"1255",416,3,0,1
"1256",417,0,0,1
"1257",417,1,0,1
"1258",417,2,0,1
"1259",417,3,0,1
"1260",418,0,1,1
"1261",418,1,1,0
"1262",418,2,0,0
"1263",418,3,1,0
"1264",419,0,1,1
"1265",419,1,1,0
"1266",419,2,1,0
"1267",419,3,1,0
"1268",421,0,1,1
"1269",421,1,1,0
"1270",421,2,1,1
"1271",421,3,1,1
"1272",423,0,1,0
"1273",423,1,1,0
"1274",423,2,0,0
"1275",423,3,1,0
"1276",424,0,0,1
"1277",424,1,0,1
"1278",424,2,0,1
"1279",424,3,0,1
"1280",426,0,0,1
"1281",426,1,0,1
"1282",426,2,0,1
"1283",426,3,0,1
"1284",427,0,1,1
"1285",427,1,1,1
"1286",427,2,1,1
"1287",427,3,1,0
"1288",429,0,0,1
"1289",429,1,0,1
"1290",429,2,0,1
"1291",429,3,0,1
"1292",430,0,1,0
"1293",430,1,0,0
"1294",430,2,1,0
"1295",430,3,1,0
"1296",433,0,0,1
"1297",433,1,0,1
"1298",433,2,0,1
"1299",433,3,0,1
"1300",434,0,0,1
"1301",434,1,0,1
"1302",434,2,0,1
"1303",434,3,0,1
"1304",436,0,1,1
"1305",436,1,1,0
"1306",436,2,1,0
"1307",436,3,1,1
"1308",437,0,1,0
"1309",437,1,1,0
"1310",437,2,1,0
"1311",437,3,1,0
"1312",439,0,1,0
"1313",439,1,0,0
"1314",439,2,1,0
"1315",439,3,0,0
"1316",440,0,1,1
"1317",440,1,1,0
"1318",440,2,1,0
"1319",440,3,1,0
"1320",442,0,1,0
"1321",442,1,1,0
"1322",442,2,1,0
"1323",442,3,1,0
"1324",443,0,1,1
"1325",443,1,1,0
"1326",443,2,1,0
"1327",443,3,1,1
"1328",444,0,1,0
"1329",444,1,1,0
"1330",444,2,1,0
"1331",444,3,1,0
"1332",445,0,1,1
"1333",445,1,1,1
"1334",445,2,1,0
"1335",445,3,1,0
"1336",446,0,1,0
"1337",446,1,1,0
"1338",446,2,1,0
"1339",446,3,1,0
"1340",447,0,1,1
"1341",447,1,1,0
"1342",447,2,1,0
"1343",447,3,1,1
"1344",449,0,1,1
"1345",449,1,1,1
"1346",449,2,1,1
"1347",449,3,1,1
"1348",451,0,0,1
"1349",451,1,0,1
"1350",451,2,0,1
"1351",451,3,0,1
"1352",453,0,1,1
"1353",453,1,1,1
"1354",453,2,1,1
"1355",453,3,1,1
"1356",454,0,0,1
"1357",454,1,0,1
"1358",454,2,0,1
"1359",454,3,0,1
"1360",456,0,1,1
"1361",456,1,0,0
"1362",456,2,0,1
"1363",456,3,0,1
"1364",458,0,1,1
"1365",458,1,1,1
"1366",458,2,1,1
"1367",458,3,1,1
"1368",459,0,1,0
"1369",459,1,0,0
"1370",459,2,1,0
"1371",459,3,1,0
"1372",460,0,1,1
"1373",460,1,1,1
"1374",460,2,1,0
"1375",460,3,1,0
"1376",461,0,1,1
"1377",461,1,1,0
"1378",461,2,1,0
"1379",461,3,1,0
"1380",463,0,1,0
"1381",463,1,1,1
"1382",463,2,1,1
"1383",463,3,1,1
"1384",464,0,1,1
"1385",464,1,1,0
"1386",464,2,1,0
"1387",464,3,1,1
"1388",466,0,1,0
"1389",466,1,1,0
"1390",466,2,1,0
"1391",466,3,0,0
"1392",467,0,1,1
"1393",467,1,1,0
"1394",467,2,1,1
"1395",467,3,1,0
"1396",470,0,1,1
"1397",470,1,0,1
"1398",470,2,0,1
"1399",470,3,0,1
"1400",472,0,0,1
"1401",472,1,0,1
"1402",472,2,0,0
"1403",472,3,0,1
"1404",473,0,0,0
"1405",473,1,0,0
"1406",473,2,0,0
"1407",473,3,0,0
"1408",474,0,0,1
"1409",474,1,0,0
"1410",474,2,0,0
"1411",474,3,0,1
"1412",475,0,0,1
"1413",475,1,0,0
"1414",475,2,0,0
"1415",475,3,0,1
"1416",476,0,1,1
"1417",476,1,1,1
"1418",476,2,1,1
"1419",476,3,1,1
"1420",478,0,0,1
"1421",478,1,0,1
"1422",478,2,0,0
"1423",478,3,0,0
"1424",480,0,0,0
"1425",480,1,0,0
"1426",480,2,0,0
"1427",480,3,0,1
"1428",481,0,0,1
"1429",481,1,0,1
"1430",481,2,0,0
"1431",481,3,0,0
"1432",482,0,0,0
"1433",482,1,0,1
"1434",482,2,0,1
"1435",482,3,0,1
"1436",484,0,0,1
"1437",484,1,0,1
"1438",484,2,0,1
"1439",484,3,0,1
"1440",485,0,0,1
"1441",485,1,0,1
"1442",485,2,0,1
"1443",485,3,0,1
"1444",486,0,0,1
"1445",486,1,0,1
"1446",486,2,0,1
"1447",486,3,0,0
"1448",487,0,0,1
"1449",487,1,0,1
"1450",487,2,0,1
"1451",487,3,0,1
"1452",488,0,0,1
"1453",488,1,0,1
"1454",488,2,0,1
"1455",488,3,0,1
"1456",489,0,0,1
"1457",489,1,0,1
"1458",489,2,0,1
"1459",489,3,0,1
"1460",490,0,0,1
"1461",490,1,0,0
"1462",490,2,0,1
"1463",490,3,0,1
"1464",492,0,0,1
"1465",492,1,0,1
"1466",492,2,0,1
"1467",492,3,0,1
"1468",493,0,1,0
"1469",493,1,1,1
"1470",493,2,1,1
"1471",493,3,1,0
"1472",495,0,1,1
"1473",495,1,1,0
"1474",495,2,1,0
"1475",495,3,1,0
"1476",496,0,1,0
"1477",496,1,1,1
"1478",496,2,1,0
"1479",496,3,1,0
"1480",497,0,0,1
"1481",497,1,0,1
"1482",497,2,0,1
"1483",497,3,0,1
"1484",498,0,1,1
"1485",498,1,1,0
"1486",498,2,1,0
"1487",498,3,1,0
"1488",499,0,1,0
"1489",499,2,1,0
"1490",499,3,1,0
"1491",500,0,0,1
"1492",500,1,0,1
"1493",500,2,0,1
"1494",500,3,0,1
"1495",501,0,1,0
"1496",501,1,0,0
"1497",501,2,0,0
"1498",501,3,1,0
"1499",503,0,1,0
"1500",503,1,1,1
"1501",503,2,1,0
"1502",503,3,1,0
"1503",504,0,1,0
"1504",504,1,1,0
"1505",504,2,1,0
"1506",504,3,1,0
"1507",505,0,1,0
"1508",505,1,0,0
"1509",505,2,1,0
"1510",505,3,1,0
"1511",506,0,1,0
"1512",506,1,1,0
"1513",506,2,1,0
"1514",506,3,1,0
"1515",507,0,1,1
"1516",507,1,0,0
"1517",507,2,1,0
"1518",507,3,0,0
"1519",510,0,1,1
"1520",510,1,0,0
"1521",510,2,1,0
"1522",510,3,1,0
"1523",512,0,1,0
"1524",512,1,0,0
"1525",512,2,1,0
"1526",512,3,0,0
"1527",513,0,1,0
"1528",513,1,0,0
"1529",513,2,1,0
"1530",513,3,0,0
"1531",515,0,1,0
"1532",515,1,0,0
"1533",515,2,1,0
"1534",515,3,0,0
"1535",516,0,1,1
"1536",516,1,0,0
"1537",516,2,1,0
"1538",516,3,1,0
"1539",517,0,1,1
"1540",517,1,1,0
"1541",517,2,1,0
"1542",517,3,1,0
"1543",519,0,1,0
"1544",519,1,1,0
"1545",519,2,1,0
"1546",519,3,1,0
"1547",520,0,1,1
"1548",520,1,0,0
"1549",520,2,1,0
"1550",520,3,1,0
"1551",521,0,1,1
"1552",521,1,1,0
"1553",521,2,1,0
"1554",521,3,1,0
"1555",524,0,1,0
"1556",524,1,1,0
"1557",524,2,1,0
"1558",524,3,1,0
"1559",525,0,1,1
"1560",525,1,0,0
"1561",525,2,1,1
"1562",525,3,0,0
"1563",526,0,1,0
"1564",526,1,0,0
"1565",526,2,1,0
"1566",526,3,1,0
"1567",527,0,1,0
"1568",527,1,1,0
"1569",527,2,1,0
"1570",527,3,0,0
"1571",528,0,1,0
"1572",528,1,1,0
"1573",528,2,1,0
"1574",528,3,1,0
"1575",530,0,1,1
"1576",530,1,0,0
"1577",530,2,1,0
"1578",530,3,1,0
"1579",534,0,1,0
"1580",534,1,1,0
"1581",534,2,1,0
"1582",534,3,1,0
"1583",535,0,1,0
"1584",535,1,0,0
"1585",535,2,1,0
"1586",535,3,1,0
"1587",536,0,1,0
"1588",536,2,1,0
"1589",536,3,1,0
"1590",538,0,1,1
"1591",538,2,1,0
"1592",538,3,1,0
"1593",540,0,0,0
"1594",540,1,0,0
"1595",540,2,0,1
"1596",540,3,0,1
"1597",541,0,1,0
"1598",541,1,1,0
"1599",541,2,1,0
"1600",541,3,1,0
"1601",543,0,1,0
"1602",543,2,1,0
"1603",543,3,1,0
"1604",544,0,1,1
"1605",544,1,0,0
"1606",544,2,1,0
"1607",544,3,1,0
"1608",546,0,1,1
"1609",546,1,0,0
"1610",546,2,1,0
"1611",546,3,1,1
"1612",552,0,1,1
"1613",552,1,0,0
"1614",552,2,0,1
"1615",552,3,0,1
"1616",553,0,1,1
"1617",553,1,0,1
"1618",553,2,1,0
"1619",553,3,1,1
"1620",554,0,0,1
"1621",554,1,0,1
"1622",554,2,0,1
"1623",554,3,0,1
"1624",555,0,0,1
"1625",555,1,0,1
"1626",555,2,0,1
"1627",555,3,0,1
"1628",556,0,0,1
"1629",556,1,0,1
"1630",556,2,0,1
"1631",556,3,0,1
"1632",558,0,0,1
"1633",558,1,0,1
"1634",558,2,0,0
"1635",558,3,0,1
"1636",559,0,0,0
"1637",559,1,0,0
"1638",559,2,0,0
"1639",559,3,0,0
"1640",560,0,1,0
"1641",560,1,0,0
"1642",560,2,1,0
"1643",560,3,1,1
"1644",561,0,1,0
"1645",561,1,0,0
"1646",561,2,1,0
"1647",561,3,0,0
"1648",562,0,1,0
"1649",562,1,0,0
"1650",562,2,1,0
"1651",562,3,0,0
"1652",563,0,1,0
"1653",563,1,1,0
"1654",563,2,1,0
"1655",563,3,1,0
"1656",564,0,1,0
"1657",564,1,1,0
"1658",564,2,1,0
"1659",564,3,1,0
"1660",565,0,0,1
"1661",565,1,0,1
"1662",565,2,0,1
"1663",565,3,0,1
"1664",566,0,0,1
"1665",566,1,0,1
"1666",566,2,0,1
"1667",566,3,0,1
"1668",567,0,0,1
"1669",567,1,0,1
"1670",567,2,0,1
"1671",567,3,0,0
"1672",569,0,1,0
"1673",569,1,1,0
"1674",569,2,1,0
"1675",569,3,0,0
"1676",570,0,1,1
"1677",570,1,1,1
"1678",570,2,1,1
"1679",570,3,1,0
"1680",571,0,1,0
"1681",571,1,1,0
"1682",571,2,1,0
"1683",571,3,1,0
"1684",572,0,1,1
"1685",572,1,0,0
"1686",572,2,1,0
"1687",572,3,0,0
"1688",573,0,1,1
"1689",573,1,1,0
"1690",573,2,1,0
"1691",573,3,1,0
"1692",574,0,1,0
"1693",574,1,0,1
"1694",574,2,0,1
"1695",574,3,0,1
"1696",576,0,0,0
"1697",576,1,0,0
"1698",576,2,0,1
"1699",576,3,0,1
"1700",577,0,0,0
"1701",577,1,0,0
"1702",577,2,0,1
"1703",577,3,0,1
"1704",580,0,1,0
"1705",580,1,1,0
"1706",580,2,1,1
"1707",580,3,1,1
"1708",581,0,1,0
"1709",581,1,1,1
"1710",581,2,1,0
"1711",581,3,1,1
"1712",582,0,1,0
"1713",582,1,1,0
"1714",582,2,1,0
"1715",582,3,1,0
"1716",583,0,1,0
"1717",583,1,1,0
"1718",583,2,1,0
"1719",583,3,1,0
"1720",584,0,1,0
"1721",584,1,1,0
"1722",584,2,1,0
"1723",584,3,1,1
"1724",585,0,1,0
"1725",585,1,1,0
"1726",585,2,1,0
"1727",585,3,1,0
"1728",586,0,1,1
"1729",586,1,0,0
"1730",586,2,1,0
"1731",586,3,1,0
"1732",589,0,1,0
"1733",589,1,1,0
"1734",589,2,1,0
"1735",589,3,1,0
"1736",590,0,1,0
"1737",590,1,1,1
"1738",590,2,1,1
"1739",590,3,1,1
"1740",591,0,1,1
"1741",591,1,0,1
"1742",591,2,0,1
"1743",591,3,0,1
"1744",592,0,1,1
"1745",592,1,1,0
"1746",592,2,0,1
"1747",592,3,0,1
"1748",593,0,1,1
"1749",593,1,1,0
"1750",593,2,1,0
"1751",593,3,1,0
"1752",594,0,1,0
"1753",594,1,1,0
"1754",594,2,1,0
"1755",594,3,1,1
"1756",595,0,1,0
"1757",595,2,1,0
"1758",595,3,0,0
"1759",597,0,0,0
"1760",597,1,1,0
"1761",597,2,1,0
"1762",597,3,1,0
"1763",598,0,0,0
"1764",598,1,0,0
"1765",598,2,0,1
"1766",598,3,0,1
"1767",599,0,1,0
"1768",599,1,0,0
"1769",599,2,1,0
"1770",599,3,1,0
"1771",600,0,0,0
"1772",600,1,0,1
"1773",600,2,0,1
"1774",600,3,0,1
"1775",601,0,0,0
"1776",601,1,0,1
"1777",601,2,0,1
"1778",601,3,0,1
"1779",602,0,0,0
"1780",602,1,0,0
"1781",602,2,0,0
"1782",602,3,0,0
"1783",604,0,1,0
"1784",604,1,0,0
"1785",604,2,0,0
"1786",604,3,1,0
"1787",605,0,1,0
"1788",605,1,1,0
"1789",605,2,1,0
"1790",605,3,1,0
"1791",607,0,1,1
"1792",607,1,1,0
"1793",607,2,1,0
"1794",607,3,1,0
"1795",608,0,0,0
"1796",608,1,0,0
"1797",608,2,0,0
"1798",608,3,0,1
"1799",609,0,0,1
"1800",609,1,0,0
"1801",609,2,0,1
"1802",609,3,0,1
"1803",610,0,0,0
"1804",610,1,0,0
"1805",610,2,0,1
"1806",610,3,0,1
"1807",611,0,1,1
"1808",611,1,1,0
"1809",611,2,1,0
"1810",611,3,1,0
"1811",613,0,0,1
"1812",613,1,0,1
"1813",613,2,0,1
"1814",613,3,0,1
"1815",615,0,0,0
"1816",615,1,0,1
"1817",615,2,0,1
"1818",615,3,0,0
"1819",616,0,0,1
"1820",616,1,0,1
"1821",616,2,1,1
"1822",616,3,1,0
"1823",618,0,0,1
"1824",618,1,0,0
"1825",618,2,0,0
"1826",618,3,0,0
"1827",621,0,1,0
"1828",621,1,1,0
"1829",621,2,0,0
"1830",621,3,0,0
"1831",623,0,1,0
"1832",623,1,1,0
"1833",623,2,1,1
"1834",623,3,0,1
"1835",625,0,0,1
"1836",625,1,0,1
"1837",625,2,0,1
"1838",625,3,1,1
"1839",626,0,0,1
"1840",626,1,0,0
"1841",626,2,0,1
"1842",626,3,0,1
"1843",627,0,1,1
"1844",627,1,0,1
"1845",627,2,0,1
"1846",627,3,0,1
"1847",628,0,0,1
"1848",628,1,0,1
"1849",628,2,0,1
"1850",628,3,0,1
"1851",629,0,0,1
"1852",629,1,0,1
"1853",629,2,0,1
"1854",629,3,0,1
"1855",630,0,1,0
"1856",630,1,1,1
"1857",630,2,1,0
"1858",630,3,1,0
"1859",631,0,1,1
"1860",631,1,1,1
"1861",631,2,1,0
"1862",631,3,1,1
"1863",633,0,1,1
"1864",633,1,1,1
"1865",633,2,1,0
"1866",633,3,1,0
"1867",634,0,1,0
"1868",634,1,1,0
"1869",634,2,0,0
"1870",634,3,1,0
"1871",635,0,0,1
"1872",635,1,1,0
"1873",635,2,1,0
"1874",635,3,1,0
"1875",636,0,0,1
"1876",636,1,0,1
"1877",636,2,0,1
"1878",636,3,0,1
"1879",637,0,0,1
"1880",637,1,0,1
"1881",637,2,0,1
"1882",637,3,0,1
"1883",638,0,0,1
"1884",638,1,0,0
"1885",638,2,0,0
"1886",638,3,0,0
"1887",639,0,1,1
"1888",639,1,1,0
"1889",639,2,1,0
"1890",639,3,1,0
"1891",642,0,1,0
"1892",642,2,1,0
"1893",642,3,1,0
"1894",643,0,1,1
"1895",643,2,1,0
"1896",643,3,1,0
"1897",644,0,1,1
"1898",644,2,1,0
"1899",644,3,1,0
"1900",645,0,1,0
"1901",645,2,1,1
"1902",645,3,1,0
"1903",646,0,1,0
"1904",646,2,1,0
"1905",646,3,1,0
"1906",647,0,0,0
"1907",647,1,0,0
"1908",647,2,0,0
"1909",647,3,0,0
"1910",648,0,1,1
"1911",648,1,0,0
"1912",648,2,1,0
"1913",648,3,1,0
"1914",650,0,1,0
"1915",650,1,1,0
"1916",650,2,1,0
"1917",650,3,1,0
"1918",651,0,1,0
"1919",651,1,1,1
"1920",651,2,1,1
"1921",651,3,1,0
"1922",652,0,1,1
"1923",652,1,1,0
"1924",652,2,1,0
"1925",652,3,1,0
"1926",656,0,1,0
"1927",656,1,1,0
"1928",656,2,1,0
"1929",656,3,1,0
"1930",657,0,0,0
"1931",657,1,0,0
"1932",657,2,0,0
"1933",657,3,0,1
"1934",658,0,0,0
"1935",658,1,0,1
"1936",658,2,0,0
"1937",658,3,0,0
"1938",660,0,1,1
"1939",660,1,1,0
"1940",660,2,1,0
"1941",660,3,1,1
"1942",661,0,1,1
"1943",661,1,1,0
"1944",661,2,1,0
"1945",661,3,1,0
"1946",662,0,1,0
"1947",662,1,1,0
"1948",662,2,1,0
"1949",662,3,1,1
"1950",663,0,1,0
"1951",663,1,1,0
"1952",663,2,1,0
"1953",663,3,1,0
"1954",664,0,1,0
"1955",664,1,0,1
"1956",664,2,1,0
"1957",664,3,0,1
"1958",665,0,1,0
"1959",665,1,1,0
"1960",665,2,1,0
"1961",665,3,1,1
"1962",666,0,1,0
"1963",666,1,1,0
"1964",666,2,1,0
"1965",666,3,1,0
"1966",667,0,1,0
"1967",667,1,1,0
"1968",667,2,1,0
"1969",667,3,1,0
"1970",668,0,0,1
"1971",668,1,0,1
"1972",668,2,0,1
"1973",668,3,0,1
"1974",669,0,0,1
"1975",669,1,0,1
"1976",669,2,0,1
"1977",669,3,0,1
"1978",670,0,0,1
"1979",670,1,0,1
"1980",670,2,0,1
"1981",670,3,1,1
"1982",671,0,1,1
"1983",671,1,1,1
"1984",671,2,0,1
"1985",671,3,0,1
"1986",673,0,0,1
"1987",673,1,0,1
"1988",673,2,0,1
"1989",673,3,0,1
"1990",674,0,0,1
"1991",674,1,0,1
"1992",674,2,0,1
"1993",674,3,0,1
"1994",675,0,0,1
"1995",675,1,0,1
"1996",675,2,0,1
"1997",675,3,0,1
"1998",676,0,0,1
"1999",676,1,0,1
"2000",676,2,0,1
"2001",676,3,0,1
"2002",677,0,0,1
"2003",677,1,0,1
"2004",677,2,0,1
"2005",677,3,0,1
"2006",678,0,1,1
"2007",678,1,0,0
"2008",678,2,1,0
"2009",678,3,0,0
"2010",679,0,1,0
"2011",679,1,1,0
"2012",679,2,0,0
"2013",679,3,1,0
"2014",680,0,1,1
"2015",680,1,0,0
"2016",680,2,0,0
"2017",680,3,1,0
"2018",681,0,0,1
"2019",681,1,0,1
"2020",681,2,0,1
"2021",681,3,0,1
"2022",682,0,1,1
"2023",682,1,1,0
"2024",682,2,1,0
"2025",682,3,1,0
